state,rMapState,rMapCounty,month,day,year,age,sex,repstat,mass,fa,Pd_intro,years_Pd,disease_time_step,county_centroid_lon,county_centroid_lat,site_mask,fips
OH,ohio,harrison,7,23,2012,juvenile,male,non-reproductive,17,49,2011,1,invasion,-81.08478,40.31005,OH_655,39067
OH,ohio,harrison,7,23,2012,adult,male,testes-descended,17.75,46,2011,1,invasion,-81.08478,40.31005,OH_655,39067
OH,ohio,harrison,7,23,2012,adult,male,testes-descended,16,43,2011,1,invasion,-81.08478,40.31005,OH_655,39067
OH,ohio,clermont,7,8,2013,adult,male,non-reproductive,20.5,50,2011,2,epidemic,-84.15164,39.05968,OH_269,39025
OH,ohio,clermont,7,8,2013,adult,male,testes-descended,19.75,48,2011,2,epidemic,-84.15164,39.05968,OH_269,39025
OH,ohio,clermont,7,8,2013,adult,male,testes-descended,19.25,48,2011,2,epidemic,-84.15164,39.05968,OH_269,39025
OH,ohio,clermont,7,9,2013,juvenile,male,non-reproductive,15.25,44,2011,2,epidemic,-84.15164,39.05968,OH_269,39025
OH,ohio,clermont,7,9,2013,adult,female,lactating,16.5,45,2011,2,epidemic,-84.15164,39.05968,OH_269,39025
OH,ohio,clermont,7,8,2013,adult,male,testes-descended,19,46,2011,2,epidemic,-84.15164,39.05968,OH_269,39025
OH,ohio,clermont,7,9,2013,adult,male,testes-descended,19.75,49,2011,2,epidemic,-84.15164,39.05968,OH_269,39025
OH,ohio,clermont,7,9,2013,adult,female,post-lactating,20.25,46,2011,2,epidemic,-84.15164,39.05968,OH_272,39025
OH,ohio,clermont,7,9,2013,adult,female,lactating,22,46,2011,2,epidemic,-84.15164,39.05968,OH_272,39025
OH,ohio,clermont,7,9,2013,juvenile,male,non-reproductive,16.25,45,2011,2,epidemic,-84.15164,39.05968,OH_272,39025
OH,ohio,clermont,7,9,2013,juvenile,male,non-reproductive,18.5,48,2011,2,epidemic,-84.15164,39.05968,OH_272,39025
OH,ohio,clermont,7,10,2013,adult,male,testes-descended,18,46,2011,2,epidemic,-84.15164,39.05968,OH_267,39025
OH,ohio,clermont,7,11,2013,adult,female,post-lactating,18.25,46,2011,2,epidemic,-84.15164,39.05968,OH_267,39025
OH,ohio,clermont,7,11,2013,adult,female,post-lactating,20.5,45,2011,2,epidemic,-84.15164,39.05968,OH_267,39025
OH,ohio,clermont,7,11,2013,adult,female,post-lactating,21.25,49,2011,2,epidemic,-84.15164,39.05968,OH_267,39025
OH,ohio,clermont,7,10,2013,adult,female,lactating,20.25,46,2011,2,epidemic,-84.15164,39.05968,OH_267,39025
OH,ohio,clermont,7,10,2013,adult,male,non-reproductive,19.25,45,2011,2,epidemic,-84.15164,39.05968,OH_267,39025
OH,ohio,clermont,7,10,2013,adult,female,post-lactating,23,46,2011,2,epidemic,-84.15164,39.05968,OH_267,39025
OH,ohio,clermont,7,10,2013,juvenile,male,non-reproductive,11,44,2011,2,epidemic,-84.15164,39.05968,OH_267,39025
OH,ohio,carroll,5,21,2012,adult,female,pregnant,27.3,48,2011,1,invasion,-81.08306,40.59303,OH_215,39019
OH,ohio,harrison,7,25,2013,juvenile,female,non-reproductive,14.1,46.4,2011,2,epidemic,-81.08478,40.31005,OH_621,39067
OH,ohio,harrison,7,25,2013,juvenile,male,non-reproductive,13.8,46,2011,2,epidemic,-81.08478,40.31005,OH_621,39067
OH,ohio,harrison,7,25,2013,adult,male,non-reproductive,14.6,43,2011,2,epidemic,-81.08478,40.31005,OH_621,39067
OH,ohio,harrison,7,25,2013,adult,female,post-lactating,17.2,47,2011,2,epidemic,-81.08478,40.31005,OH_621,39067
OH,ohio,harrison,7,25,2013,adult,female,post-lactating,19.5,48,2011,2,epidemic,-81.08478,40.31005,OH_621,39067
OH,ohio,harrison,7,25,2013,adult,female,post-lactating,17.1,47,2011,2,epidemic,-81.08478,40.31005,OH_621,39067
OH,ohio,harrison,7,25,2013,adult,female,post-lactating,17.9,49,2011,2,epidemic,-81.08478,40.31005,OH_621,39067
OH,ohio,seneca,7,29,2015,juvenile,female,non-reproductive,13.25,44,2011,4,epidemic,-83.12834,41.12995,OH_1240,39147
OH,ohio,seneca,7,26,2015,adult,female,post-lactating,19,45,2011,4,epidemic,-83.12834,41.12995,OH_1240,39147
OH,ohio,seneca,7,29,2015,adult,female,post-lactating,22.5,45,2011,4,epidemic,-83.12834,41.12995,OH_1240,39147
OH,ohio,seneca,7,26,2015,juvenile,female,non-reproductive,14.5,43,2011,4,epidemic,-83.12834,41.12995,OH_1240,39147
OH,ohio,seneca,7,29,2015,juvenile,female,non-reproductive,15,44,2011,4,epidemic,-83.12834,41.12995,OH_1240,39147
OH,ohio,seneca,7,29,2015,adult,male,non-reproductive,21,46,2011,4,epidemic,-83.12834,41.12995,OH_1240,39147
OH,ohio,logan,7,14,2009,juvenile,female,non-reproductive,14,47,2011,-2,pre-invasion,-83.7644,40.39787,OH_933,39091
OH,ohio,logan,7,14,2009,juvenile,male,non-reproductive,14.8,49,2011,-2,pre-invasion,-83.7644,40.39787,OH_933,39091
OH,ohio,carroll,5,21,2012,adult,female,pregnant,23,45,2011,1,invasion,-81.08306,40.59303,OH_257,39019
OH,ohio,carroll,5,22,2012,adult,female,pregnant,30,50,2011,1,invasion,-81.08306,40.59303,OH_209,39019
OH,ohio,carroll,5,21,2012,adult,male,non-reproductive,15.5,45,2011,1,invasion,-81.08306,40.59303,OH_209,39019
OH,ohio,union,7,24,2009,juvenile,female,non-reproductive,17,38.4,2011,-2,pre-invasion,-83.36931,40.30722,OH_1419,39159
OH,ohio,union,7,21,2009,adult,female,lactating,25.5,57.6,2011,-2,pre-invasion,-83.36931,40.30722,OH_1419,39159
OH,ohio,medina,7,29,2014,adult,female,post-lactating,15,44,2011,3,epidemic,-81.89219,41.13394,OH_988,39103
OH,ohio,medina,8,6,2014,adult,female,post-lactating,16,44,2011,3,epidemic,-81.89219,41.13394,OH_988,39103
OH,ohio,medina,7,29,2014,adult,female,lactating,14,47,2011,3,epidemic,-81.89219,41.13394,OH_988,39103
OH,ohio,erie,5,11,2014,adult,female,pregnant,22.1,47,2011,3,epidemic,-82.62486,41.3782,OH_443,39043
OH,ohio,erie,5,22,2014,adult,male,non-reproductive,20,47,2011,3,epidemic,-82.62486,41.3782,OH_443,39043
OH,ohio,erie,5,11,2014,adult,male,non-reproductive,17.4,46,2011,3,epidemic,-82.62486,41.3782,OH_443,39043
OH,ohio,erie,5,12,2014,adult,female,pregnant,20,46,2011,3,epidemic,-82.62486,41.3782,OH_443,39043
OH,ohio,erie,5,11,2014,adult,male,non-reproductive,17.4,47,2011,3,epidemic,-82.62486,41.3782,OH_443,39043
OH,ohio,erie,5,11,2014,adult,female,pregnant,15.5,46,2011,3,epidemic,-82.62486,41.3782,OH_443,39043
OH,ohio,erie,5,12,2014,adult,female,pregnant,16.5,47,2011,3,epidemic,-82.62486,41.3782,OH_443,39043
OH,ohio,erie,5,12,2014,adult,female,pregnant,19,47,2011,3,epidemic,-82.62486,41.3782,OH_443,39043
OH,ohio,monroe,6,9,2015,adult,male,non-reproductive,17,46,2011,4,epidemic,-81.08076,39.74157,OH_1017,39111
OH,ohio,monroe,6,9,2015,adult,female,lactating,18,46,2011,4,epidemic,-81.08076,39.74157,OH_1017,39111
OH,ohio,belmont,8,5,2013,juvenile,male,testes-descended,16.6,46,2011,2,epidemic,-80.99209,40.03032,OH_62,39013
OH,ohio,belmont,8,6,2013,adult,male,testes-descended,16.7,45,2011,2,epidemic,-80.99209,40.03032,OH_62,39013
OH,ohio,belmont,8,5,2013,adult,female,post-lactating,16.2,48,2011,2,epidemic,-80.99209,40.03032,OH_62,39013
OH,ohio,belmont,8,5,2013,adult,female,post-lactating,16,46,2011,2,epidemic,-80.99209,40.03032,OH_62,39013
OH,ohio,belmont,8,6,2013,juvenile,male,non-reproductive,15.2,47,2011,2,epidemic,-80.99209,40.03032,OH_62,39013
OH,ohio,belmont,8,5,2013,adult,male,testes-descended,14.8,43,2011,2,epidemic,-80.99209,40.03032,OH_62,39013
OH,ohio,belmont,8,6,2013,adult,male,testes-descended,15.1,46,2011,2,epidemic,-80.99209,40.03032,OH_62,39013
OH,ohio,belmont,8,5,2013,adult,male,testes-descended,14.9,45,2011,2,epidemic,-80.99209,40.03032,OH_62,39013
OH,ohio,belmont,8,6,2013,juvenile,female,non-reproductive,15.9,46,2011,2,epidemic,-80.99209,40.03032,OH_62,39013
OH,ohio,belmont,8,5,2013,adult,female,non-reproductive,13.6,45,2011,2,epidemic,-80.99209,40.03032,OH_62,39013
OH,ohio,belmont,8,6,2013,juvenile,female,non-reproductive,17.3,48,2011,2,epidemic,-80.99209,40.03032,OH_62,39013
OH,ohio,belmont,8,6,2013,adult,male,testes-descended,15.8,47,2011,2,epidemic,-80.99209,40.03032,OH_62,39013
OH,ohio,belmont,8,5,2013,adult,male,testes-descended,18.9,46,2011,2,epidemic,-80.99209,40.03032,OH_62,39013
OH,ohio,belmont,8,6,2013,juvenile,female,non-reproductive,15.9,47,2011,2,epidemic,-80.99209,40.03032,OH_62,39013
OH,ohio,belmont,8,6,2013,juvenile,male,non-reproductive,15,49,2011,2,epidemic,-80.99209,40.03032,OH_62,39013
OH,ohio,belmont,8,6,2013,juvenile,female,non-reproductive,18.2,48,2011,2,epidemic,-80.99209,40.03032,OH_62,39013
OH,ohio,belmont,8,6,2013,juvenile,female,non-reproductive,15.8,46,2011,2,epidemic,-80.99209,40.03032,OH_62,39013
OH,ohio,belmont,8,5,2013,juvenile,female,non-reproductive,16.7,49,2011,2,epidemic,-80.99209,40.03032,OH_62,39013
OH,ohio,belmont,8,6,2013,adult,female,non-reproductive,15.3,47,2011,2,epidemic,-80.99209,40.03032,OH_62,39013
OH,ohio,belmont,8,6,2013,juvenile,female,non-reproductive,15.4,44,2011,2,epidemic,-80.99209,40.03032,OH_62,39013
OH,ohio,belmont,8,6,2013,adult,male,testes-descended,14.6,45,2011,2,epidemic,-80.99209,40.03032,OH_62,39013
OH,ohio,belmont,8,6,2013,adult,male,non-reproductive,13.8,44,2011,2,epidemic,-80.99209,40.03032,OH_62,39013
OH,ohio,belmont,8,5,2013,juvenile,female,non-reproductive,15.7,47,2011,2,epidemic,-80.99209,40.03032,OH_62,39013
OH,ohio,belmont,8,5,2013,juvenile,male,non-reproductive,12.7,44,2011,2,epidemic,-80.99209,40.03032,OH_62,39013
OH,ohio,belmont,8,6,2013,adult,male,non-reproductive,14.7,47,2011,2,epidemic,-80.99209,40.03032,OH_62,39013
OH,ohio,belmont,8,5,2013,juvenile,male,non-reproductive,14.6,46,2011,2,epidemic,-80.99209,40.03032,OH_62,39013
OH,ohio,belmont,8,6,2013,juvenile,female,non-reproductive,17.1,49,2011,2,epidemic,-80.99209,40.03032,OH_62,39013
OH,ohio,belmont,8,6,2013,juvenile,male,non-reproductive,15.3,46,2011,2,epidemic,-80.99209,40.03032,OH_62,39013
OH,ohio,summit,7,2,2015,adult,male,testes-descended,10,43,2011,4,epidemic,-81.52886,41.13918,OH_1348,39153
OH,ohio,summit,7,2,2015,adult,female,lactating,18,45,2011,4,epidemic,-81.52886,41.13918,OH_1348,39153
OH,ohio,summit,7,2,2015,adult,male,non-reproductive,14,45,2011,4,epidemic,-81.52886,41.13918,OH_1348,39153
OH,ohio,summit,7,2,2015,adult,female,lactating,20,48,2011,4,epidemic,-81.52886,41.13918,OH_1348,39153
OH,ohio,summit,7,2,2015,adult,male,testes-descended,17,44,2011,4,epidemic,-81.52886,41.13918,OH_1348,39153
OH,ohio,summit,7,2,2015,adult,female,lactating,20,47,2011,4,epidemic,-81.52886,41.13918,OH_1348,39153
OH,ohio,summit,7,2,2015,adult,male,testes-descended,14.5,44,2011,4,epidemic,-81.52886,41.13918,OH_1348,39153
OH,ohio,summit,7,2,2015,adult,female,lactating,14,46,2011,4,epidemic,-81.52886,41.13918,OH_1348,39153
OH,ohio,summit,7,2,2015,adult,female,lactating,17,48,2011,4,epidemic,-81.52886,41.13918,OH_1348,39153
OH,ohio,summit,7,2,2015,adult,male,testes-descended,16,44,2011,4,epidemic,-81.52886,41.13918,OH_1348,39153
OH,ohio,summit,7,2,2015,adult,female,lactating,14.5,48,2011,4,epidemic,-81.52886,41.13918,OH_1348,39153
OH,ohio,licking,7,30,2015,adult,female,post-lactating,20.25,46,2011,4,epidemic,-82.47755,40.10159,OH_913,39089
OH,ohio,licking,7,29,2015,adult,female,non-reproductive,18.5,45,2011,4,epidemic,-82.47755,40.10159,OH_913,39089
OH,ohio,columbiana,8,1,2012,adult,male,non-reproductive,16.5,44,2011,1,invasion,-80.77249,40.78219,OH_306,39029
OH,ohio,columbiana,8,2,2012,juvenile,female,non-reproductive,15,47,2011,1,invasion,-80.77249,40.78219,OH_306,39029
OH,ohio,columbiana,8,1,2012,adult,female,post-lactating,18,45,2011,1,invasion,-80.77249,40.78219,OH_306,39029
OH,ohio,columbiana,8,2,2012,juvenile,male,non-reproductive,14.25,47,2011,1,invasion,-80.77249,40.78219,OH_306,39029
OH,ohio,columbiana,8,1,2012,juvenile,male,non-reproductive,14.5,42,2011,1,invasion,-80.77249,40.78219,OH_306,39029
OH,ohio,columbiana,8,1,2012,adult,male,testes-descended,16,44,2011,1,invasion,-80.77249,40.78219,OH_306,39029
OH,ohio,tuscarawas,7,28,2018,adult,male,testes-descended,19,42,2011,7,established,-81.4704,40.45625,OH_1409,39157
OH,ohio,mahoning,7,31,2012,adult,male,testes-descended,16.2,46,2011,1,invasion,-80.77507,41.02303,OH_971,39099
OH,ohio,mahoning,8,4,2012,adult,male,non-reproductive,16.4,47,2011,1,invasion,-80.77507,41.02303,OH_971,39099
OH,ohio,mahoning,8,4,2012,adult,male,non-reproductive,16.2,48,2011,1,invasion,-80.77507,41.02303,OH_971,39099
OH,ohio,jefferson,7,30,2012,juvenile,male,non-reproductive,15.5,47,2011,1,invasion,-80.76026,40.39699,OH_823,39081
OH,ohio,jefferson,7,13,2012,juvenile,male,non-reproductive,15,46,2011,1,invasion,-80.76026,40.39699,OH_783,39081
OH,ohio,jefferson,7,13,2012,juvenile,female,non-reproductive,16,49,2011,1,invasion,-80.76026,40.39699,OH_783,39081
OH,ohio,jefferson,7,13,2012,juvenile,male,non-reproductive,15.5,46,2011,1,invasion,-80.76026,40.39699,OH_783,39081
OH,ohio,jefferson,7,13,2012,juvenile,female,non-reproductive,15.5,47,2011,1,invasion,-80.76026,40.39699,OH_783,39081
OH,ohio,jefferson,7,12,2012,adult,female,lactating,23.5,49,2011,1,invasion,-80.76026,40.39699,OH_783,39081
OH,ohio,jefferson,7,13,2012,juvenile,male,non-reproductive,15.5,45,2011,1,invasion,-80.76026,40.39699,OH_783,39081
OH,ohio,jefferson,7,13,2012,adult,female,post-lactating,19.5,48,2011,1,invasion,-80.76026,40.39699,OH_783,39081
OH,ohio,jefferson,7,13,2012,adult,female,lactating,20,49,2011,1,invasion,-80.76026,40.39699,OH_783,39081
OH,ohio,jefferson,7,13,2012,juvenile,male,non-reproductive,15.75,46,2011,1,invasion,-80.76026,40.39699,OH_783,39081
OH,ohio,jefferson,7,12,2012,juvenile,male,non-reproductive,16.5,47,2011,1,invasion,-80.76026,40.39699,OH_783,39081
OH,ohio,jefferson,7,12,2012,juvenile,male,non-reproductive,15.25,48,2011,1,invasion,-80.76026,40.39699,OH_783,39081
OH,ohio,jefferson,7,12,2012,juvenile,female,non-reproductive,15.25,48,2011,1,invasion,-80.76026,40.39699,OH_783,39081
OH,ohio,jefferson,7,13,2012,adult,female,lactating,18.5,46,2011,1,invasion,-80.76026,40.39699,OH_783,39081
OH,ohio,jefferson,7,13,2012,juvenile,female,non-reproductive,16.5,49,2011,1,invasion,-80.76026,40.39699,OH_783,39081
OH,ohio,jefferson,7,13,2012,juvenile,female,non-reproductive,13.5,45,2011,1,invasion,-80.76026,40.39699,OH_783,39081
OH,ohio,jefferson,7,13,2012,adult,female,non-reproductive,19,47,2011,1,invasion,-80.76026,40.39699,OH_783,39081
OH,ohio,jefferson,7,13,2012,juvenile,male,non-reproductive,12,43,2011,1,invasion,-80.76026,40.39699,OH_783,39081
OH,ohio,jefferson,7,13,2012,juvenile,female,non-reproductive,16,48,2011,1,invasion,-80.76026,40.39699,OH_783,39081
OH,ohio,jefferson,7,12,2012,juvenile,male,non-reproductive,13,46,2011,1,invasion,-80.76026,40.39699,OH_783,39081
OH,ohio,jefferson,7,12,2012,adult,female,post-lactating,21,47,2011,1,invasion,-80.76026,40.39699,OH_783,39081
OH,ohio,jefferson,7,12,2012,adult,female,lactating,20.25,49,2011,1,invasion,-80.76026,40.39699,OH_783,39081
OH,ohio,jefferson,7,13,2012,juvenile,female,non-reproductive,16,48,2011,1,invasion,-80.76026,40.39699,OH_783,39081
OH,ohio,jefferson,7,13,2012,juvenile,male,non-reproductive,14.5,47,2011,1,invasion,-80.76026,40.39699,OH_783,39081
OH,ohio,jefferson,7,12,2012,juvenile,male,non-reproductive,12,46,2011,1,invasion,-80.76026,40.39699,OH_783,39081
OH,ohio,jefferson,7,13,2012,juvenile,female,non-reproductive,12.75,45,2011,1,invasion,-80.76026,40.39699,OH_783,39081
OH,ohio,jefferson,7,13,2012,juvenile,female,non-reproductive,14.75,45,2011,1,invasion,-80.76026,40.39699,OH_783,39081
OH,ohio,carroll,5,29,2012,adult,female,pregnant,30,47,2011,1,invasion,-81.08306,40.59303,OH_188,39019
OH,ohio,jefferson,8,1,2012,juvenile,female,non-reproductive,16.75,47,2011,1,invasion,-80.76026,40.39699,OH_847,39081
OH,ohio,jefferson,7,31,2012,adult,female,post-lactating,18,48,2011,1,invasion,-80.76026,40.39699,OH_847,39081
OH,ohio,noble,8,9,2013,adult,female,non-reproductive,11.3,44.5,2011,2,epidemic,-81.4523,39.77987,OH_1073,39121
OH,ohio,noble,8,10,2013,juvenile,male,non-reproductive,14.4,44.5,2011,2,epidemic,-81.4523,39.77987,OH_1099,39121
OH,ohio,columbiana,8,6,2012,adult,male,non-reproductive,22.5,44,2011,1,invasion,-80.77249,40.78219,OH_322,39029
OH,ohio,hamilton,6,3,2017,adult,female,lactating,19,46.5,2011,6,established,-84.54581,39.20093,OH_539,39061
OH,ohio,hamilton,6,4,2017,adult,female,lactating,20,42.5,2011,6,established,-84.54581,39.20093,OH_539,39061
OH,ohio,hamilton,6,4,2017,adult,male,non-reproductive,17,45.7,2011,6,established,-84.54581,39.20093,OH_539,39061
OH,ohio,richland,6,12,2014,adult,female,pregnant,22,45,2011,3,epidemic,-82.53194,40.79095,OH_1186,39139
OH,ohio,richland,6,12,2014,adult,female,lactating,20,48,2011,3,epidemic,-82.53194,40.79095,OH_1186,39139
OH,ohio,jefferson,7,18,2013,juvenile,male,non-reproductive,16,44,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,belmont,7,7,2013,adult,male,testes-descended,16,46,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,belmont,7,11,2013,juvenile,female,non-reproductive,18,46,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,belmont,7,16,2013,adult,female,post-lactating,20.5,47,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,belmont,7,20,2013,adult,female,post-lactating,22.3,49,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,belmont,7,21,2013,juvenile,female,non-reproductive,16.5,41,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,belmont,7,21,2013,adult,female,lactating,22.5,48,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,belmont,7,20,2013,adult,female,post-lactating,19.1,49,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,belmont,7,17,2013,adult,male,non-reproductive,21,46,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,belmont,7,13,2013,adult,male,non-reproductive,14.9,45,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,belmont,7,9,2013,juvenile,male,non-reproductive,17.3,49,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,jefferson,7,28,2013,adult,female,post-lactating,18,44,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,belmont,7,9,2013,adult,male,non-reproductive,16.4,45.5,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,belmont,7,7,2013,adult,male,testes-descended,17,50,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,jefferson,7,15,2013,juvenile,male,non-reproductive,15.4,46.5,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,jefferson,7,16,2013,adult,female,post-lactating,20.8,50,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,jefferson,7,21,2013,juvenile,male,testes-descended,17,46,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,jefferson,7,15,2013,juvenile,male,non-reproductive,15,47,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,belmont,7,21,2013,adult,female,lactating,20.5,49,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,belmont,7,13,2013,adult,female,lactating,21,50,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,jefferson,7,15,2013,juvenile,male,non-reproductive,14.5,46,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,belmont,7,7,2013,adult,female,lactating,15.9,44,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,jefferson,7,22,2013,adult,male,testes-descended,18.5,46,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,jefferson,7,15,2013,juvenile,female,non-reproductive,16.3,49,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,belmont,7,11,2013,juvenile,female,non-reproductive,14,43,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,jefferson,7,19,2013,adult,female,pregnant,19.5,45,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,belmont,7,20,2013,adult,female,post-lactating,22.3,48,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,jefferson,7,13,2013,adult,male,non-reproductive,21.1,48,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,jefferson,7,22,2013,adult,female,post-lactating,21,46,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,jefferson,7,22,2013,adult,female,post-lactating,20.2,47,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,belmont,7,8,2013,juvenile,female,non-reproductive,18,46,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,belmont,7,28,2013,juvenile,female,non-reproductive,19,47,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,belmont,7,14,2013,juvenile,female,non-reproductive,17,46.4,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,belmont,7,17,2013,juvenile,female,non-reproductive,16.1,48.5,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,belmont,7,13,2013,juvenile,female,non-reproductive,16.5,44.5,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,belmont,7,16,2013,juvenile,female,non-reproductive,16,45,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,jefferson,7,15,2013,juvenile,female,non-reproductive,12,47,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,belmont,7,13,2013,adult,female,post-lactating,19.3,44,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,jefferson,7,15,2013,juvenile,male,non-reproductive,17.1,48,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,jefferson,7,16,2013,adult,male,non-reproductive,17.4,45,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,belmont,7,29,2013,adult,male,testes-descended,19.5,46,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,belmont,7,21,2013,adult,female,post-lactating,18.9,48,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,belmont,7,13,2013,adult,female,lactating,20,50.2,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,jefferson,7,17,2013,adult,female,post-lactating,19.8,47,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,jefferson,7,17,2013,adult,female,post-lactating,19.6,45.5,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,jefferson,7,14,2013,juvenile,male,non-reproductive,15,46.5,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,belmont,7,7,2013,adult,male,testes-descended,15.7,47,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,jefferson,7,19,2013,juvenile,female,non-reproductive,14,47,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,belmont,7,21,2013,juvenile,male,non-reproductive,14.75,45,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,jefferson,7,19,2013,adult,female,post-lactating,20,47,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,jefferson,7,19,2013,juvenile,female,non-reproductive,14,45,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,belmont,7,27,2013,adult,female,post-lactating,22.5,48,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,jefferson,7,14,2013,adult,female,lactating,21.5,48,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,belmont,7,13,2013,adult,male,non-reproductive,15.75,45,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,jefferson,7,24,2013,juvenile,male,non-reproductive,12.5,45,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,belmont,7,15,2013,juvenile,male,testes-descended,18,48,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,jefferson,7,19,2013,adult,female,lactating,18,43,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,belmont,7,19,2013,adult,female,post-lactating,19,48.2,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,jefferson,7,21,2013,juvenile,male,testes-descended,16.25,46.5,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,belmont,7,17,2013,adult,female,post-lactating,20.5,46,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,belmont,7,17,2013,adult,female,post-lactating,22,47,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,belmont,7,7,2013,adult,male,testes-descended,14.1,44,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,jefferson,7,25,2013,juvenile,male,non-reproductive,15.1,47,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,belmont,7,14,2013,juvenile,female,non-reproductive,13.5,47,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,belmont,7,18,2013,adult,female,post-lactating,21.2,47.5,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,jefferson,7,15,2013,juvenile,male,non-reproductive,16.4,49,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,jefferson,7,19,2013,adult,male,testes-descended,17.5,47,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
OH,ohio,belmont,7,21,2013,adult,male,non-reproductive,14.5,42,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,belmont,7,21,2013,juvenile,male,non-reproductive,14.95,44,2011,2,epidemic,-80.99209,40.03032,OH_31,39013
OH,ohio,jefferson,7,22,2013,adult,female,post-lactating,22,47,2011,2,epidemic,-80.76026,40.39699,OH_31,39081
